,index,action,adventure,animation,children,comedy,crime,date,documentary,drama,fantasy,horror,id,musical,mystery,noir,romance,scifi,thriller,title,war,western,Unnamed: 0,dates,domestic gross,production budget,title,worldwide gross
1373,Speed (1994),1,0,0,0,0,0,1-Jan-94,0,0,0,0,568,0,0,0,1,0,1,Speed,,,1373,12/29/99,"$50,699,241","$38,000,000", The Hurricane,"$73,956,241"
1374,Speed 2: Cruise Control (1997),1,0,0,0,0,0,13-Jun-97,0,0,0,0,1089,0,0,0,1,0,1,Speed 2: Cruise Control,,,1374,9/6/13,"$42,025,135","$38,000,000", Riddick,"$94,763,758"
1375,Spellbound (1945),0,0,0,0,0,0,1-Jan-45,0,0,0,0,608,0,1,0,1,0,1,Spellbound,,,1375,3/23/01,"$40,334,024","$38,000,000", Heartbreakers,"$57,753,825"
1376,Sphere (1998),0,1,0,0,0,0,13-Feb-98,0,0,0,0,355,0,0,0,0,1,1,Sphere,,,1376,5/24/02,"$39,177,215","$38,000,000", Enough,"$50,970,660"
1377,Spice World (1997),0,0,0,0,1,0,1-Jan-97,0,0,0,0,352,1,0,0,0,0,0,Spice World,,,1377,1/22/16,"$34,912,982","$38,000,000", The 5th Wave,"$110,678,636"
1378,Spirits of the Dead (Tre passi nel delirio) (1968),0,0,0,0,0,0,1-Jan-68,0,0,0,1,1573,0,0,0,0,0,0,Spirits of the Dead (Tre passi nel delirio),,,1378,2/6/09,"$31,811,527","$38,000,000", Push,"$44,411,527"
1379,"Spitfire Grill, The (1996)",0,0,0,0,0,0,6-Sep-96,0,1,0,0,126,0,0,0,0,0,0,"Spitfire Grill, The",,,1379,9/20/13,"$26,947,624","$38,000,000", Rush,"$98,230,839"
1380,Sprung (1997),0,0,0,0,1,0,14-May-97,0,0,0,0,1513,0,0,0,0,0,0,Sprung,,,1380,5/18/01,"$24,044,532","$38,000,000", Angel Eyes,"$29,544,532"
1381,Spy Hard (1996),0,0,0,0,1,0,24-May-96,0,0,0,0,407,0,0,0,0,0,0,Spy Hard,,,1381,12/21/01,"$22,770,864","$38,000,000", Joe Somebody,"$24,515,990"
1382,Squeeze (1996),0,0,0,0,0,0,13-Jun-97,0,1,0,0,1384,0,0,0,0,0,0,Squeeze,,,1382,3/10/00,"$18,653,746","$38,000,000", The Ninth Gate,"$58,394,308"
1383,Stag (1997),1,0,0,0,0,0,1-Jan-97,0,0,0,0,1393,0,0,0,0,0,1,Stag,,,1383,9/27/96,"$17,378,193","$38,000,000", Extreme Measures,"$17,378,193"
1384,Stalingrad (1993),0,0,0,0,0,0,1-Jan-93,0,0,0,0,593,0,0,0,0,0,0,Stalingrad,,,1384,9/7/01,"$16,991,902","$38,000,000", Rock Star,"$19,317,765"
1385,Stalker (1979),0,0,0,0,0,0,1-Jan-79,0,0,0,0,1159,0,1,0,0,1,0,Stalker,,,1385,10/14/11,"$16,928,670","$38,000,000", The Thing,"$27,501,814"
1386,Stand by Me (1986),0,1,0,0,1,0,1-Jan-86,0,1,0,0,655,0,0,0,0,0,0,Stand by Me,,,1386,2/2/96,"$10,229,300","$38,000,000", White Squall,"$10,229,300"
1387,Star Kid (1997),0,1,0,1,0,0,16-Jan-98,0,0,1,0,1293,0,0,0,0,1,0,Star Kid,,,1387,10/10/08,"$7,871,693","$38,000,000", City of Ember,"$17,830,244"
1388,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,1-Mar-96,0,1,0,0,1068,0,0,0,0,0,0,"Star Maker, The (Uomo delle stelle, L')",,,1388,10/31/97,"$6,504,442","$38,000,000", Switchback,"$6,504,442"
1389,Star Maps (1997),0,0,0,0,0,0,1-Jan-97,0,1,0,0,1265,0,0,0,0,0,0,Star Maps,,,1389,11/30/01,"$623,374","$38,000,000", Texas Rangers,"$623,374"
1390,Star Trek III: The Search for Spock (1984),1,1,0,0,0,0,1-Jan-84,0,0,0,0,229,0,0,0,0,1,0,Star Trek III: The Search for Spock,,,1390,8/26/08,$0,"$38,000,000", Virgin Territory,"$5,473,041"
1391,Star Trek IV: The Voyage Home (1986),1,1,0,0,0,0,1-Jan-86,0,0,0,0,230,0,0,0,0,1,0,Star Trek IV: The Voyage Home,,,1391,5/18/12,"$41,152,203","$37,500,000", What to Expect When You're Expecting,"$120,925,697"
1392,Star Trek V: The Final Frontier (1989),1,1,0,0,0,0,1-Jan-89,0,0,0,0,450,0,0,0,0,1,0,Star Trek V: The Final Frontier,,,1392,9/14/12,"$16,247,159","$37,500,000", The Master,"$58,792,011"
1393,Star Trek VI: The Undiscovered Country (1991),1,1,0,0,0,0,1-Jan-91,0,0,0,0,227,0,0,0,0,1,0,Star Trek VI: The Undiscovered Country,,,1393,10/4/08,"$9,793,406","$37,500,000", The Express,"$9,813,309"
1394,Star Trek: First Contact (1996),1,1,0,0,0,0,22-Nov-96,0,0,0,0,222,0,0,0,0,1,0,Star Trek: First Contact,,,1394,11/21/08,"$192,769,854","$37,000,000", Twilight,"$402,280,159"
1395,Star Trek: Generations (1994),1,1,0,0,0,0,1-Jan-94,0,0,0,0,380,0,0,0,0,1,0,Star Trek: Generations,,,1395,8/7/13,"$150,394,119","$37,000,000", We're the Millers,"$267,816,276"
1396,Star Trek: The Motion Picture (1979),1,1,0,0,0,0,1-Jan-79,0,0,0,0,449,0,0,0,0,1,0,Star Trek: The Motion Picture,,,1396,11/25/15,"$109,767,581","$37,000,000", Creed,"$173,567,581"
1397,Star Trek: The Wrath of Khan (1982),1,1,0,0,0,0,1-Jan-82,0,0,0,0,228,0,0,0,0,1,0,Star Trek: The Wrath of Khan,,,1397,9/17/10,"$92,186,262","$37,000,000", The Town,"$152,566,881"
1398,Star Wars (1977),1,1,0,0,0,0,1-Jan-77,0,0,0,0,50,0,0,0,1,1,0,Star Wars,,,1398,9/23/11,"$72,286,779","$37,000,000", Dolphin Tale,"$96,068,724"
1399,Stargate (1994),1,1,0,0,0,0,1-Jan-94,0,0,0,0,62,0,0,0,0,1,0,Stargate,,,1399,9/12/08,"$60,355,347","$37,000,000", Burn After Reading,"$168,167,798"
1400,"Stars Fell on Henrietta, The (1995)",0,0,0,0,0,0,1-Jan-95,0,1,0,0,1464,0,0,0,0,0,0,"Stars Fell on Henrietta, The",,,1400,4/4/08,"$48,006,762","$37,000,000", Nim's Island,"$101,857,425"
1401,Starship Troopers (1997),1,1,0,0,0,0,1-Jan-97,0,0,0,0,271,0,0,0,0,1,0,Starship Troopers,,,1401,2/12/16,"$46,843,513","$37,000,000", How to be Single,"$99,595,932"
1402,"Steal Big, Steal Little (1995)",0,0,0,0,1,0,1-Jan-95,0,0,0,0,1435,0,0,0,0,0,0,"Steal Big, Steal Little",,,1402,2/26/10,"$44,875,481","$37,000,000", Cop Out,"$55,909,910"
1403,Stealing Beauty (1996),0,0,0,0,0,0,14-Jun-96,0,1,0,0,1009,0,0,0,0,0,0,Stealing Beauty,,,1403,1/28/11,"$33,047,633","$37,000,000", The Rite,"$97,143,987"
1404,Steel (1997),1,0,0,0,0,0,15-Aug-97,0,0,0,0,263,0,0,0,0,0,0,Steel,,,1404,7/18/08,"$30,105,968","$37,000,000", Space Chimps,"$67,029,956"
1405,Stefano Quantestorie (1993),0,0,0,0,1,0,1-Jan-93,0,1,0,0,1339,0,0,0,0,0,0,Stefano Quantestorie,,,1405,12/17/99,"$22,450,975","$37,000,000", Magnolia,"$48,446,802"
1406,Stephen King's The Langoliers (1995),0,0,0,0,0,0,1-Jan-95,0,0,0,1,563,0,0,0,0,0,0,Stephen King's The Langoliers,,,1406,5/29/15,"$21,052,030","$37,000,000", Aloha,"$24,935,799"
1407,"Sting, The (1973)",0,0,0,0,1,1,1-Jan-73,0,0,0,0,194,0,0,0,0,0,0,"Sting, The",,,1407,12/31/09,$0,"$36,500,000", Obitaemyy ostrov,"$15,000,000"
1408,Stonewall (1995),0,0,0,0,0,0,26-Jul-96,0,1,0,0,1396,0,0,0,0,0,0,Stonewall,,,1408,2/11/11,"$99,967,670","$36,000,000", Gnomeo and Juliet,"$193,737,977"
1409,"Story of Xinghua, The (1993)",0,0,0,0,0,0,1-Jan-93,0,1,0,0,1344,0,0,0,0,0,0,"Story of Xinghua, The",,,1409,2/15/02,"$71,026,631","$36,000,000", John Q,"$102,226,631"
1410,Strange Days (1995),1,0,0,0,0,1,1-Jan-95,0,0,0,0,39,0,0,0,0,1,0,Strange Days,,,1410,9/17/99,"$68,208,190","$36,000,000", Blue Streak,"$117,448,157"
1411,Stranger in the House (1997),0,0,0,0,0,0,1-Jan-97,0,0,0,0,1399,0,0,0,0,0,1,Stranger in the House,,,1411,10/7/83,"$55,500,000","$36,000,000", Never Say Never Again,"$160,000,000"
1412,"Stranger, The (1994)",1,0,0,0,0,0,1-Jan-94,0,0,0,0,1372,0,0,0,0,0,0,"Stranger, The",,,1412,3/26/10,"$50,269,859","$36,000,000", Hot Tub Time Machine,"$65,967,750"
1413,Strawberry and Chocolate (Fresa y chocolate) (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,1195,0,0,0,0,0,0,Strawberry and Chocolate (Fresa y chocolate),,,1413,5/2/97,"$50,159,144","$36,000,000", Breakdown,"$50,159,144"
1414,Street Fighter (1994),1,0,0,0,0,0,1-Jan-94,0,0,0,0,1413,0,0,0,0,0,0,Street Fighter,,,1414,9/12/14,"$42,024,533","$36,000,000", Dolphin Tale 2,"$57,824,533"
1415,"Streetcar Named Desire, A (1951)",0,0,0,0,0,0,1-Jan-51,0,1,0,0,507,0,0,0,0,0,0,"Streetcar Named Desire, A",,,1415,4/4/03,"$26,500,000","$36,000,000", A Man Apart,"$43,797,731"
1416,Strictly Ballroom (1992),0,0,0,0,1,0,1-Jan-92,0,0,0,0,709,0,0,0,1,0,0,Strictly Ballroom,,,1416,2/25/00,"$23,360,779","$36,000,000", Reindeer Games,"$23,360,779"
1417,Striking Distance (1993),1,0,0,0,0,0,1-Jan-93,0,0,0,0,397,0,0,0,0,0,0,Striking Distance,,,1417,12/24/99,"$14,378,353","$36,000,000", Snow Falling on Cedars,"$14,378,353"
1418,Stripes (1981),0,0,0,0,1,0,1-Jan-81,0,0,0,0,1301,0,0,0,0,0,0,Stripes,,,1418,12/20/96,"$13,052,741","$36,000,000", Ghosts of Mississippi,"$13,052,741"
1419,Striptease (1996),0,0,0,0,1,1,28-Jun-96,0,0,0,0,120,0,0,0,0,0,0,Striptease,,,1419,10/24/97,"$12,532,777","$36,000,000", Gattaca,"$12,532,777"
1420,Stuart Saves His Family (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,997,0,0,0,0,0,0,Stuart Saves His Family,,,1420,1/28/00,"$2,954,405","$36,000,000", Isn't She Great,"$2,954,405"
1421,"Stupids, The (1996)",0,0,0,0,1,0,30-Aug-96,0,0,0,0,1001,0,0,0,0,0,0,"Stupids, The",,,1421,1/22/16,"$2,679,437","$36,000,000", Yip Man 3,"$156,835,197"
1422,SubUrbia (1997),0,0,0,0,1,0,7-Feb-97,0,0,0,0,1428,0,0,0,0,0,0,SubUrbia,,,1422,5/6/11,"$1,069,334","$36,000,000", There Be Dragons,"$4,020,990"
1423,"Substance of Fire, The (1996)",0,0,0,0,0,0,6-Dec-96,0,1,0,0,1658,0,0,0,0,0,0,"Substance of Fire, The",,,1423,3/28/03,"$37,788,228","$35,200,000", Head of State,"$38,283,765"
1424,"Substitute, The (1996)",1,0,0,0,0,0,19-Apr-96,0,0,0,0,977,0,0,0,0,0,0,"Substitute, The",,,1424,6/5/09,"$277,322,503","$35,000,000", The Hangover,"$465,764,086"
1425,Sudden Death (1995),1,0,0,0,0,0,1-Jan-95,0,0,0,0,363,0,0,0,0,0,0,Sudden Death,,,1425,11/20/09,"$255,959,475","$35,000,000", The Blind Side,"$305,705,794"
1426,Sudden Manhattan (1996),0,0,0,0,1,0,13-Jun-97,0,0,0,0,1644,0,0,0,0,0,0,Sudden Manhattan,,,1426,6/23/89,"$251,188,924","$35,000,000", Batman,"$411,348,924"
1427,"Sum of Us, The (1994)",0,0,0,0,1,0,1-Jan-94,0,0,0,0,1167,0,0,0,0,0,0,"Sum of Us, The",,,1427,6/10/99,"$206,040,085","$35,000,000", Austin Powers: The Spy Who Shagged Me,"$310,332,636"
1428,"Sunchaser, The (1996)",0,0,0,0,0,0,25-Oct-96,0,1,0,0,1675,0,0,0,0,0,0,"Sunchaser, The",,,1428,12/22/10,"$171,243,005","$35,000,000", True Grit,"$252,276,928"
1429,Sunset Blvd. (1950),0,0,0,0,0,0,1-Jan-50,0,0,0,0,488,0,0,1,0,0,0,Sunset Blvd.,,,1429,5/15/92,"$144,731,527","$35,000,000", Lethal Weapon 3,"$319,700,000"
1430,Sunset Park (1996),0,0,0,0,0,0,26-Apr-96,0,1,0,0,1276,0,0,0,0,0,0,Sunset Park,,,1430,9/18/98,"$141,186,864","$35,000,000", Rush Hour,"$245,300,000"
1431,Super Mario Bros. (1993),1,1,0,1,0,0,1-Jan-93,0,0,0,0,398,0,0,0,0,1,0,Super Mario Bros.,,,1431,2/8/13,"$134,506,920","$35,000,000", Identity Thief,"$175,361,578"
1432,Supercop (1992),1,0,0,0,0,0,26-Jul-96,0,0,0,0,128,0,0,0,0,0,1,Supercop,,,1432,6/30/06,"$124,740,460","$35,000,000", The Devil Wears Prada,"$326,073,155"
1433,Surviving Picasso (1996),0,0,0,0,0,0,20-Sep-96,0,1,0,0,1117,0,0,0,0,0,0,Surviving Picasso,,,1433,7/8/11,"$117,538,559","$35,000,000", Horrible Bosses,"$212,417,601"
1434,Surviving the Game (1994),1,1,0,0,0,0,1-Jan-94,0,0,0,0,1314,0,0,0,0,0,1,Surviving the Game,,,1434,3/30/01,"$112,692,062","$35,000,000", Spy Kids,"$197,692,062"
1435,Suture (1993),0,0,0,0,0,0,1-Jan-93,0,0,0,0,1422,0,0,1,0,0,1,Suture,,,1435,7/17/15,"$110,038,130","$35,000,000", Trainwreck,"$140,561,831"
1436,"Swan Princess, The (1994)",0,0,1,1,0,0,1-Jan-94,0,0,0,0,1409,0,0,0,0,0,0,"Swan Princess, The",,,1436,12/13/13,"$83,299,761","$35,000,000", Saving Mr. Banks,"$114,962,525"
1437,"Sweet Hereafter, The (1997)",0,0,0,0,0,0,1-Jan-97,0,1,0,0,896,0,0,0,0,0,0,"Sweet Hereafter, The",,,1437,12/7/79,"$82,258,456","$35,000,000", Star Trek: The Motion Picture,"$139,000,000"
1438,Sweet Nothing (1995),0,0,0,0,0,0,20-Sep-96,0,1,0,0,1677,0,0,0,0,0,0,Sweet Nothing,,,1438,3/21/08,"$81,159,365","$35,000,000",21,"$157,852,532"
1439,Swept from the Sea (1997),0,0,0,0,0,0,1-Jan-97,0,0,0,0,1394,0,0,0,1,0,0,Swept from the Sea,,,1439,5/3/08,"$80,277,646","$35,000,000", What Happens in Vegas...,"$218,535,708"
1440,Swimming with Sharks (1995),0,0,0,0,1,0,1-Jan-95,0,1,0,0,789,0,0,0,0,0,0,Swimming with Sharks,,,1440,11/15/91,"$79,091,969","$35,000,000", Cape Fear,"$182,291,969"
1441,Swingers (1996),0,0,0,0,1,0,18-Oct-96,0,1,0,0,150,0,0,0,0,0,0,Swingers,,,1441,11/15/96,"$78,716,374","$35,000,000", The English Patient,"$231,716,374"
1442,Swiss Family Robinson (1960),0,1,0,1,0,0,1-Jan-60,0,0,0,0,622,0,0,0,0,0,0,Swiss Family Robinson,,,1442,3/25/05,"$68,915,888","$35,000,000", Guess Who,"$102,115,888"
1443,Switchback (1997),0,0,0,0,0,0,1-Jan-97,0,0,0,0,1038,0,0,0,0,0,1,Switchback,,,1443,12/21/12,"$67,544,505","$35,000,000", This is 40,"$90,221,182"
1444,Switchblade Sisters (1975),0,0,0,0,0,1,17-May-75,0,0,0,0,1187,0,0,0,0,0,0,Switchblade Sisters,,,1444,9/19/97,"$64,604,977","$35,000,000", L.A. Confidential,"$126,204,977"
1445,"Sword in the Stone, The (1963)",0,0,1,1,0,0,1-Jan-63,0,0,0,0,625,0,0,0,0,0,0,"Sword in the Stone, The",,,1445,7/29/05,"$63,939,454","$35,000,000", Sky High,"$83,109,359"
1446,"Symphonie pastorale, La (1946)",0,0,0,0,0,0,1-Jan-46,0,1,0,0,1584,0,0,0,0,0,0,"Symphonie pastorale, La",,,1446,9/19/97,"$63,826,569","$35,000,000", In & Out,"$83,226,569"
1447,T-Men (1947),0,0,0,0,0,0,1-Jan-47,0,0,0,0,1582,0,0,1,0,0,0,T-Men,,,1447,4/30/10,"$63,075,011","$35,000,000", A Nightmare on Elm Street,"$117,729,621"
1448,Tainted (1998),0,0,0,0,1,0,1-Feb-98,0,0,0,0,1670,0,0,0,0,0,1,Tainted,,,1448,8/18/00,"$61,280,963","$35,000,000", The Cell,"$85,911,226"
1449,Tales From the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,1-Jan-95,0,0,0,1,379,0,0,0,0,0,0,Tales From the Crypt Presents: Demon Knight,,,1449,7/7/95,"$60,054,449","$35,000,000", Species,"$113,354,449"
1450,Tales from the Crypt Presents: Bordello of Blood (1996),0,0,0,0,0,0,19-Jul-96,0,0,0,1,413,0,0,0,0,0,0,Tales from the Crypt Presents: Bordello of Blood,,,1450,4/7/06,"$59,843,754","$35,000,000", The Benchwarmers,"$65,063,726"
1451,Tales from the Hood (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,1,564,0,0,0,0,0,0,Tales from the Hood,,,1451,10/8/10,"$59,699,513","$35,000,000", Secretariat,"$60,376,247"
1452,Talking About Sex (1994),0,0,0,0,1,0,1-Jan-94,0,1,0,0,1272,0,0,0,0,0,0,Talking About Sex,,,1452,3/13/98,"$56,968,169","$35,000,000", The Man in the Iron Mask,"$56,968,169"
1453,"Tango Lesson, The (1997)",0,0,0,0,0,0,1-Jan-97,0,0,0,0,889,0,0,0,1,0,0,"Tango Lesson, The",,,1453,7/22/11,"$55,802,754","$35,000,000", Friends with Benefits,"$146,595,891"
1454,Tank Girl (1995),1,0,0,0,1,0,1-Jan-95,0,0,0,0,1110,1,0,0,0,1,0,Tank Girl,,,1454,5/20/16,"$55,171,265","$35,000,000", Neighbors 2: Sorority Rising,"$100,977,646"
1455,Target (1995),1,0,0,0,0,0,28-Feb-96,0,1,0,0,1657,0,0,0,0,0,0,Target,,,1455,3/23/07,"$54,149,098","$35,000,000", TMNT,"$96,096,018"
1456,Taxi Driver (1976),0,0,0,0,0,0,16-Feb-96,0,1,0,0,23,0,0,0,0,0,1,Taxi Driver,,,1456,10/24/03,"$52,333,738","$35,000,000", Radio,"$53,293,628"
1457,Telling Lies in America (1997),0,0,0,0,0,0,1-Jan-97,0,1,0,0,883,0,0,0,0,0,0,Telling Lies in America,,,1457,11/25/09,"$49,492,060","$35,000,000", Old Dogs,"$95,104,304"
1458,Temptress Moon (Feng Yue) (1996),0,0,0,0,0,0,13-Jun-97,0,0,0,0,1652,0,0,0,1,0,0,Temptress Moon (Feng Yue),,,1458,11/18/92,"$48,169,910","$35,000,000", Malcolm X,"$48,169,910"
1459,Terminal Velocity (1994),1,0,0,0,0,0,1-Jan-94,0,0,0,0,586,0,0,0,0,0,0,Terminal Velocity,,,1459,5/22/15,"$47,425,125","$35,000,000", Poltergeist,"$95,825,125"
1460,Terminator 2: Judgment Day (1991),1,0,0,0,0,0,1-Jan-91,0,0,0,0,96,0,0,0,0,1,1,Terminator 2: Judgment Day,,,1460,1/23/09,"$45,802,315","$35,000,000", Underworld 3: Rise of the Lycans,"$89,102,315"
1461,"Terminator, The (1984)",1,0,0,0,0,0,1-Jan-84,0,0,0,0,195,0,0,0,0,1,1,"Terminator, The",,,1461,7/29/05,"$43,894,863","$35,000,000", Must Love Dogs,"$58,894,863"
1462,Terror in a Texas Town (1958),0,0,0,0,0,0,1-Jan-58,0,0,0,0,1587,0,0,0,0,0,0,Terror in a Texas Town,,,1462,7/3/07,"$43,799,818","$35,000,000", License to Wed,"$70,187,088"
1463,Tetsuo II: Body Hammer (1992),0,0,0,0,0,0,20-Jun-97,0,0,0,0,1386,0,0,0,0,1,0,Tetsuo II: Body Hammer,,,1463,2/28/97,"$41,954,997","$35,000,000", Donnie Brasco,"$65,303,052"
1464,That Darn Cat! (1965),0,0,0,1,1,0,1-Jan-65,0,0,0,0,1444,0,1,0,0,0,0,That Darn Cat!,,,1464,10/17/08,"$40,687,294","$35,000,000", Max Payne,"$85,761,789"
1465,That Darn Cat! (1997),0,0,0,1,1,0,14-Feb-97,0,0,0,0,1003,0,1,0,0,0,0,That Darn Cat!,,,1465,3/15/02,"$40,119,709","$35,000,000", Resident Evil,"$103,787,401"
1466,That Old Feeling (1997),0,0,0,0,1,0,4-Apr-97,0,0,0,0,1190,0,0,0,1,0,0,That Old Feeling,,,1466,3/26/04,"$39,692,139","$35,000,000", The Ladykillers,"$77,392,139"
1467,That Thing You Do! (1996),0,0,0,0,1,0,28-Sep-96,0,0,0,0,845,0,0,0,0,0,0,That Thing You Do!,,,1467,5/6/11,"$39,046,489","$35,000,000", Something Borrowed,"$65,084,116"
1468,The Courtyard (1995),1,0,0,0,0,0,1-Jan-95,0,0,0,0,1548,0,0,0,0,0,1,The Courtyard,,,1468,12/1/06,"$37,629,831","$35,000,000", The Nativity Story,"$46,309,644"
1469,The Deadly Cure (1996),1,0,0,0,0,0,16-Sep-96,0,0,0,0,1358,0,0,0,0,0,0,The Deadly Cure,,,1469,10/28/11,"$37,553,932","$35,000,000", In Time,"$165,103,952"
1470,The Innocent (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,643,0,0,0,1,0,0,The Innocent,,,1470,4/23/10,"$37,490,007","$35,000,000", The Back-up Plan,"$75,281,179"
1471,Theodore Rex (1995),0,0,0,0,1,0,29-Mar-96,0,0,0,0,104,0,0,0,0,0,0,Theodore Rex,,,1471,11/9/11,"$37,306,030","$35,000,000", J. Edgar,"$84,606,030"
1472,They Made Me a Criminal (1939),0,0,0,0,0,1,1-Jan-39,0,1,0,0,1122,0,0,0,0,0,0,They Made Me a Criminal,,,1472,11/17/00,"$36,805,288","$35,000,000", Bounce,"$53,425,292"
1473,"Thieves (Voleurs, Les) (1996)",0,0,0,0,0,1,25-Dec-96,0,1,0,0,1462,0,0,0,1,0,0,"Thieves (Voleurs, Les)",,,1473,5/8/15,"$34,580,201","$35,000,000", Hot Pursuit,"$45,680,201"
1474,"Thin Blue Line, The (1988)",0,0,0,0,0,0,1-Jan-88,1,0,0,0,644,0,0,0,0,0,0,"Thin Blue Line, The",,,1474,12/25/15,"$34,531,832","$35,000,000", Concussion,"$50,359,876"
1475,"Thin Line Between Love and Hate, A (1996)",0,0,0,0,1,0,3-Apr-96,0,0,0,0,1094,0,0,0,0,0,0,"Thin Line Between Love and Hate, A",,,1475,12/3/04,"$33,987,757","$35,000,000", Closer,"$115,476,509"
1476,"Thin Man, The (1934)",0,0,0,0,0,0,1-Jan-34,0,0,0,0,493,0,1,0,0,0,0,"Thin Man, The",,,1476,12/23/94,"$33,423,000","$35,000,000", Street Fighter,"$99,423,000"
1477,Things to Do in Denver when You're Dead (1995),0,0,0,0,0,1,2-Feb-96,0,1,0,0,544,0,0,0,1,0,0,Things to Do in Denver when You're Dead,,,1477,11/21/01,"$33,422,806","$35,000,000", Black Knight,"$33,422,806"
1478,Thinner (1996),0,0,0,0,0,0,25-Oct-96,0,0,0,1,406,0,0,0,0,0,1,Thinner,,,1478,7/22/05,"$32,868,349","$35,000,000", The Bad News Bears,"$33,500,620"
1479,"Third Man, The (1949)",0,0,0,0,0,0,1-Jan-49,0,0,0,0,513,0,1,0,0,0,1,"Third Man, The",,,1479,12/27/02,"$32,519,322","$35,000,000", The Pianist,"$111,854,182"
1480,Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,0,0,1-Jan-93,1,0,0,0,811,0,0,0,0,0,0,Thirty-Two Short Films About Glenn Gould,,,1480,5/6/05,"$32,064,800","$35,000,000", House of Wax,"$70,064,800"
1481,This Is Spinal Tap (1984),0,0,0,0,1,0,1-Jan-84,0,1,0,0,209,1,0,0,0,0,0,This Is Spinal Tap,,,1481,10/19/01,"$31,598,308","$35,000,000", From Hell,"$68,712,365"
1482,"Thousand Acres, A (1997)",0,0,0,0,0,0,1-Jan-97,0,1,0,0,937,0,0,0,0,0,0,"Thousand Acres, A",,,1482,8/15/08,"$30,691,439","$35,000,000", Mirrors,"$77,220,596"
1483,"Three Caballeros, The (1945)",0,0,1,1,0,0,1-Jan-45,0,0,0,0,624,1,0,0,0,0,0,"Three Caballeros, The",,,1483,2/22/02,"$30,307,804","$35,000,000", Queen of the Damned,"$30,307,804"
1484,Three Colors: Blue (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,60,0,0,0,0,0,0,Three Colors: Blue,,,1484,8/20/10,"$29,197,642","$35,000,000", Nanny McPhee and the Big Bang,"$97,799,865"
1485,Three Colors: Red (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,59,0,0,0,0,0,0,Three Colors: Red,,,1485,1/25/08,"$28,687,835","$35,000,000", Untraceable,"$52,649,951"
1486,Three Colors: White (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,61,0,0,0,0,0,0,Three Colors: White,,,1486,11/21/90,"$28,317,513","$35,000,000", Predator 2,"$54,768,418"
1487,Three Lives and Only One Death (1996),0,0,0,0,1,0,11-Oct-96,0,0,0,0,1507,0,0,0,0,0,0,Three Lives and Only One Death,,,1487,9/23/11,"$28,087,155","$35,000,000", Abduction,"$86,648,359"
1488,"Three Musketeers, The (1993)",1,1,0,0,1,0,1-Jan-93,0,0,0,0,399,0,0,0,0,0,0,"Three Musketeers, The",,,1488,12/5/80,"$27,107,960","$35,000,000", Flash Gordon,"$27,107,960"
1489,Three Wishes (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,776,0,0,0,0,0,0,Three Wishes,,,1489,3/28/08,"$26,638,520","$35,000,000", Superhero Movie,"$73,026,302"
1490,Threesome (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,738,0,0,0,1,0,0,Threesome,,,1490,2/12/99,"$26,613,620","$35,000,000", Blast from the Past,"$26,613,620"
1491,Tie Me Up! Tie Me Down! (1990),0,0,0,0,0,0,1-Jan-90,0,1,0,0,1018,0,0,0,0,0,0,Tie Me Up! Tie Me Down!,,,1491,10/19/12,"$25,888,412","$35,000,000", Alex Cross,"$35,426,759"
1492,"Tie That Binds, The (1995)",0,0,0,0,0,0,1-Jan-95,0,0,0,0,1253,0,0,0,0,0,1,"Tie That Binds, The",,,1492,3/26/04,"$25,266,129","$35,000,000", Jersey Girl,"$37,066,129"
1493,Tigrero: A Film That Was Never Made (1994),0,0,0,0,0,0,1-Jan-94,1,1,0,0,1561,0,0,0,0,0,0,Tigrero: A Film That Was Never Made,,,1493,11/21/97,"$25,078,937","$35,000,000", Midnight in the Garden of Good and Evil,"$25,078,937"
1494,Time Tracers (1995),1,1,0,0,0,0,1-Jan-95,0,0,0,0,897,0,0,0,0,1,0,Time Tracers,,,1494,11/9/01,"$23,483,357","$35,000,000", Heist,"$28,906,817"
1495,"Time to Kill, A (1996)",0,0,0,0,0,0,13-Jul-96,0,1,0,0,282,0,0,0,0,0,0,"Time to Kill, A",,,1495,12/25/92,"$23,365,858","$35,000,000", Hoffa,"$28,391,473"
1496,Timecop (1994),1,0,0,0,0,0,1-Jan-94,0,0,0,0,797,0,0,0,0,1,0,Timecop,,,1496,4/9/04,"$22,913,677","$35,000,000", Ella Enchanted,"$22,913,677"
1497,Tin Cup (1996),0,0,0,0,1,0,16-Aug-96,0,0,0,0,284,0,0,0,1,0,0,Tin Cup,,,1497,7/25/08,"$20,982,478","$35,000,000", The X-Files: I Want to Believe,"$68,170,792"
